Group,Sample,Folder_name,File_name,fastq_1,fastq_2
shSYN_MIB-01,shSYN_MIB-01-03,Sample_Molm13_shSYN_MIB_r1_IGO_14706_C_31,shSYN_MIB_r1_IGO_14706_C_31_S4,Molm13_shSYN_MIB_r1_IGO_14706_C_31_S4_L003_R1_001.fastq.gz,Molm13_shSYN_MIB_r1_IGO_14706_C_31_S4_L003_R2_001.fastq.gz
shSYN_MIB-01,shSYN_MIB-01-03,Sample_Molm13_shSYN_MIB_r1_IGO_14706_B_7,shSYN_MIB_r1_IGO_14706_B_7_S135,Molm13_shSYN_MIB_r1_IGO_14706_B_7_S135_L003_R1_001.fastq.gz,Molm13_shSYN_MIB_r1_IGO_14706_B_7_S135_L003_R2_001.fastq.gz
shSYN_MIB-02,shSYN_MIB-02-01,Sample_Molm13_shSYN_MIB_r2_IGO_14706_C_39,shSYN_MIB_r2_IGO_14706_C_39_S10,Molm13_shSYN_MIB_r2_IGO_14706_C_39_S10_L001_R1_001.fastq.gz,Molm13_shSYN_MIB_r2_IGO_14706_C_39_S10_L001_R2_001.fastq.gz
shSYN_MIB-02,shSYN_MIB-02-02,Sample_Molm13_shSYN_MIB_r2_IGO_14706_C_39,shSYN_MIB_r2_IGO_14706_C_39_S10,Molm13_shSYN_MIB_r2_IGO_14706_C_39_S10_L002_R1_001.fastq.gz,Molm13_shSYN_MIB_r2_IGO_14706_C_39_S10_L002_R2_001.fastq.gz
shSYN_MIB-02,shSYN_MIB-02-03,Sample_Molm13_shSYN_MIB_r2_IGO_14706_B_8,shSYN_MIB_r2_IGO_14706_B_8_S136,Molm13_shSYN_MIB_r2_IGO_14706_B_8_S136_L003_R1_001.fastq.gz,Molm13_shSYN_MIB_r2_IGO_14706_B_8_S136_L003_R2_001.fastq.gz
shSYN_MIB-02,shSYN_MIB-02-03,Sample_Molm13_shSYN_MIB_r2_IGO_14706_C_39,shSYN_MIB_r2_IGO_14706_C_39_S10,Molm13_shSYN_MIB_r2_IGO_14706_C_39_S10_L003_R1_001.fastq.gz,Molm13_shSYN_MIB_r2_IGO_14706_C_39_S10_L003_R2_001.fastq.gz
shSYN_MIB-03,shSYN_MIB-03-01,Sample_Molm13_shSYN_MIB_r3_IGO_14706_C_12,shSYN_MIB_r3_IGO_14706_C_12_S15,Molm13_shSYN_MIB_r3_IGO_14706_C_12_S15_L001_R1_001.fastq.gz,Molm13_shSYN_MIB_r3_IGO_14706_C_12_S15_L001_R2_001.fastq.gz
shSYN_MIB-03,shSYN_MIB-03-02,Sample_Molm13_shSYN_MIB_r3_IGO_14706_C_12,shSYN_MIB_r3_IGO_14706_C_12_S15,Molm13_shSYN_MIB_r3_IGO_14706_C_12_S15_L002_R1_001.fastq.gz,Molm13_shSYN_MIB_r3_IGO_14706_C_12_S15_L002_R2_001.fastq.gz
shSYN_MIB-03,shSYN_MIB-03-03,Sample_Molm13_shSYN_MIB_r3_IGO_14706_C_12,shSYN_MIB_r3_IGO_14706_C_12_S15,Molm13_shSYN_MIB_r3_IGO_14706_C_12_S15_L003_R1_001.fastq.gz,Molm13_shSYN_MIB_r3_IGO_14706_C_12_S15_L003_R2_001.fastq.gz
shSYN_MIB-03,shSYN_MIB-03-03,Sample_Molm13_shSYN_MIB_r3_IGO_14706_B_9,shSYN_MIB_r3_IGO_14706_B_9_S137,Molm13_shSYN_MIB_r3_IGO_14706_B_9_S137_L003_R1_001.fastq.gz,Molm13_shSYN_MIB_r3_IGO_14706_B_9_S137_L003_R2_001.fastq.gz
shSYN_Ribo-01,shSYN_Ribo-01-01,Sample_Molm13_shSYN_Ribo_r1_IGO_14706_C_15,shSYN_Ribo_r1_IGO_14706_C_15_S22,Molm13_shSYN_Ribo_r1_IGO_14706_C_15_S22_L001_R1_001.fastq.gz,Molm13_shSYN_Ribo_r1_IGO_14706_C_15_S22_L001_R2_001.fastq.gz
shSYN_Ribo-01,shSYN_Ribo-01-02,Sample_Molm13_shSYN_Ribo_r1_IGO_14706_C_15,shSYN_Ribo_r1_IGO_14706_C_15_S22,Molm13_shSYN_Ribo_r1_IGO_14706_C_15_S22_L002_R1_001.fastq.gz,Molm13_shSYN_Ribo_r1_IGO_14706_C_15_S22_L002_R2_001.fastq.gz
shSYN_Ribo-01,shSYN_Ribo-01-03,Sample_Molm13_shSYN_Ribo_r1_IGO_14706_C_15,shSYN_Ribo_r1_IGO_14706_C_15_S22,Molm13_shSYN_Ribo_r1_IGO_14706_C_15_S22_L003_R1_001.fastq.gz,Molm13_shSYN_Ribo_r1_IGO_14706_C_15_S22_L003_R2_001.fastq.gz
shSYN_Ribo-01,shSYN_Ribo-01-03,Sample_Molm13_shSYN_Ribo_r1_IGO_14706_B_10,shSYN_Ribo_r1_IGO_14706_B_10_S120,Molm13_shSYN_Ribo_r1_IGO_14706_B_10_S120_L003_R1_001.fastq.gz,Molm13_shSYN_Ribo_r1_IGO_14706_B_10_S120_L003_R2_001.fastq.gz
shSYN_Ribo-02,shSYN_Ribo-02-01,Sample_Molm13_shSYN_Ribo_r2_IGO_14706_C_11,shSYN_Ribo_r2_IGO_14706_C_11_S17,Molm13_shSYN_Ribo_r2_IGO_14706_C_11_S17_L001_R1_001.fastq.gz,Molm13_shSYN_Ribo_r2_IGO_14706_C_11_S17_L001_R2_001.fastq.gz
shSYN_Ribo-02,shSYN_Ribo-02-02,Sample_Molm13_shSYN_Ribo_r2_IGO_14706_C_11,shSYN_Ribo_r2_IGO_14706_C_11_S17,Molm13_shSYN_Ribo_r2_IGO_14706_C_11_S17_L002_R1_001.fastq.gz,Molm13_shSYN_Ribo_r2_IGO_14706_C_11_S17_L002_R2_001.fastq.gz
shSYN_Ribo-02,shSYN_Ribo-02-03,Sample_Molm13_shSYN_Ribo_r2_IGO_14706_C_11,shSYN_Ribo_r2_IGO_14706_C_11_S17,Molm13_shSYN_Ribo_r2_IGO_14706_C_11_S17_L003_R1_001.fastq.gz,Molm13_shSYN_Ribo_r2_IGO_14706_C_11_S17_L003_R2_001.fastq.gz
shSYN_Ribo-02,shSYN_Ribo-02-03,Sample_Molm13_shSYN_Ribo_r2_IGO_14706_B_11,shSYN_Ribo_r2_IGO_14706_B_11_S121,Molm13_shSYN_Ribo_r2_IGO_14706_B_11_S121_L003_R1_001.fastq.gz,Molm13_shSYN_Ribo_r2_IGO_14706_B_11_S121_L003_R2_001.fastq.gz
shSYN_Ribo-03,shSYN_Ribo-03-01,Sample_Molm13_shSYN_Ribo_r3_IGO_14706_C_19,shSYN_Ribo_r3_IGO_14706_C_19_S13,Molm13_shSYN_Ribo_r3_IGO_14706_C_19_S13_L001_R1_001.fastq.gz,Molm13_shSYN_Ribo_r3_IGO_14706_C_19_S13_L001_R2_001.fastq.gz
shSYN_Ribo-03,shSYN_Ribo-03-02,Sample_Molm13_shSYN_Ribo_r3_IGO_14706_C_19,shSYN_Ribo_r3_IGO_14706_C_19_S13,Molm13_shSYN_Ribo_r3_IGO_14706_C_19_S13_L002_R1_001.fastq.gz,Molm13_shSYN_Ribo_r3_IGO_14706_C_19_S13_L002_R2_001.fastq.gz
shSYN_Ribo-03,shSYN_Ribo-03-03,Sample_Molm13_shSYN_Ribo_r3_IGO_14706_B_12,shSYN_Ribo_r3_IGO_14706_B_12_S122,Molm13_shSYN_Ribo_r3_IGO_14706_B_12_S122_L003_R1_001.fastq.gz,Molm13_shSYN_Ribo_r3_IGO_14706_B_12_S122_L003_R2_001.fastq.gz
shSYN_Ribo-03,shSYN_Ribo-03-03,Sample_Molm13_shSYN_Ribo_r3_IGO_14706_C_19,shSYN_Ribo_r3_IGO_14706_C_19_S13,Molm13_shSYN_Ribo_r3_IGO_14706_C_19_S13_L003_R1_001.fastq.gz,Molm13_shSYN_Ribo_r3_IGO_14706_C_19_S13_L003_R2_001.fastq.gz
shcon_MIB-01,shcon_MIB-01-01,Sample_Molm13_shcon_MIB_r1_IGO_14706_C_6,shcon_Con_r1_IGO_14706_C_6_S1,Molm13_shcon_Con_r1_IGO_14706_C_6_S1_L001_R1_001.fastq.gz,Molm13_shcon_Con_r1_IGO_14706_C_6_S1_L001_R2_001.fastq.gz
shcon_MIB-01,shcon_MIB-01-01,Sample_Molm13_shcon_MIB_r1_IGO_13289_C_13,shcon_Con_r1_IGO_13289_C_13_S22,Molm13_shcon_Con_r1_IGO_13289_C_13_S22_L001_R1_001.fastq.gz,Molm13_shcon_Con_r1_IGO_13289_C_13_S22_L001_R2_001.fastq.gz
shcon_MIB-01,shcon_MIB-01-02,Sample_Molm13_shcon_MIB_r1_IGO_14706_C_6,shcon_Con_r1_IGO_14706_C_6_S1,Molm13_shcon_Con_r1_IGO_14706_C_6_S1_L002_R1_001.fastq.gz,Molm13_shcon_Con_r1_IGO_14706_C_6_S1_L002_R2_001.fastq.gz
shcon_MIB-01,shcon_MIB-01-02,Sample_Molm13_shcon_MIB_r1_IGO_13289_C_13,shcon_Con_r1_IGO_13289_C_13_S22,Molm13_shcon_Con_r1_IGO_13289_C_13_S22_L002_R1_001.fastq.gz,Molm13_shcon_Con_r1_IGO_13289_C_13_S22_L002_R2_001.fastq.gz
shcon_MIB-01,shcon_MIB-01-03,Sample_Molm13_shcon_MIB_r1_IGO_14706_C_6,shcon_Con_r1_IGO_14706_C_6_S1,Molm13_shcon_Con_r1_IGO_14706_C_6_S1_L003_R1_001.fastq.gz,Molm13_shcon_Con_r1_IGO_14706_C_6_S1_L003_R2_001.fastq.gz
shcon_MIB-01,shcon_MIB-01-03,Sample_Molm13_shcon_MIB_r1_IGO_13289_C_13,shcon_Con_r1_IGO_13289_C_13_S22,Molm13_shcon_Con_r1_IGO_13289_C_13_S22_L003_R1_001.fastq.gz,Molm13_shcon_Con_r1_IGO_13289_C_13_S22_L003_R2_001.fastq.gz
shcon_MIB-01,shcon_MIB-01-04,Sample_Molm13_shcon_MIB_r1_IGO_13289_C_13,shcon_Con_r1_IGO_13289_C_13_S22,Molm13_shcon_Con_r1_IGO_13289_C_13_S22_L004_R1_001.fastq.gz,Molm13_shcon_Con_r1_IGO_13289_C_13_S22_L004_R2_001.fastq.gz
shcon_MIB-02,shcon_MIB-02-01,Sample_Molm13_shcon_MIB_r2_IGO_14706_C_4,shcon_Con_r2_IGO_14706_C_4_S26,Molm13_shcon_Con_r2_IGO_14706_C_4_S26_L001_R1_001.fastq.gz,Molm13_shcon_Con_r2_IGO_14706_C_4_S26_L001_R2_001.fastq.gz
shcon_MIB-02,shcon_MIB-02-01,Sample_Molm13_shcon_MIB_r2_IGO_14706_C_4,shcon_Con_r2_IGO_14706_C_4_S4,Molm13_shcon_Con_r2_IGO_14706_C_4_S4_L001_R1_001.fastq.gz,Molm13_shcon_Con_r2_IGO_14706_C_4_S4_L001_R2_001.fastq.gz
shcon_MIB-02,shcon_MIB-02-01,Sample_Molm13_shcon_MIB_r2_IGO_13289_C_14,shcon_Con_r2_IGO_13289_C_14_S23,Molm13_shcon_Con_r2_IGO_13289_C_14_S23_L001_R1_001.fastq.gz,Molm13_shcon_Con_r2_IGO_13289_C_14_S23_L001_R2_001.fastq.gz
shcon_MIB-02,shcon_MIB-02-02,Sample_Molm13_shcon_MIB_r2_IGO_14706_C_4,shcon_Con_r2_IGO_14706_C_4_S26,Molm13_shcon_Con_r2_IGO_14706_C_4_S26_L002_R1_001.fastq.gz,Molm13_shcon_Con_r2_IGO_14706_C_4_S26_L002_R2_001.fastq.gz
shcon_MIB-02,shcon_MIB-02-02,Sample_Molm13_shcon_MIB_r2_IGO_14706_C_4,shcon_Con_r2_IGO_14706_C_4_S4,Molm13_shcon_Con_r2_IGO_14706_C_4_S4_L002_R1_001.fastq.gz,Molm13_shcon_Con_r2_IGO_14706_C_4_S4_L002_R2_001.fastq.gz
shcon_MIB-02,shcon_MIB-02-02,Sample_Molm13_shcon_MIB_r2_IGO_13289_C_14,shcon_Con_r2_IGO_13289_C_14_S23,Molm13_shcon_Con_r2_IGO_13289_C_14_S23_L002_R1_001.fastq.gz,Molm13_shcon_Con_r2_IGO_13289_C_14_S23_L002_R2_001.fastq.gz
shcon_MIB-02,shcon_MIB-02-03,Sample_Molm13_shcon_MIB_r2_IGO_14706_C_4,shcon_Con_r2_IGO_14706_C_4_S26,Molm13_shcon_Con_r2_IGO_14706_C_4_S26_L003_R1_001.fastq.gz,Molm13_shcon_Con_r2_IGO_14706_C_4_S26_L003_R2_001.fastq.gz
shcon_MIB-02,shcon_MIB-02-03,Sample_Molm13_shcon_MIB_r2_IGO_13289_C_14,shcon_Con_r2_IGO_13289_C_14_S23,Molm13_shcon_Con_r2_IGO_13289_C_14_S23_L003_R1_001.fastq.gz,Molm13_shcon_Con_r2_IGO_13289_C_14_S23_L003_R2_001.fastq.gz
shcon_MIB-02,shcon_MIB-02-04,Sample_Molm13_shcon_MIB_r2_IGO_13289_C_14,shcon_Con_r2_IGO_13289_C_14_S23,Molm13_shcon_Con_r2_IGO_13289_C_14_S23_L004_R1_001.fastq.gz,Molm13_shcon_Con_r2_IGO_13289_C_14_S23_L004_R2_001.fastq.gz
shcon_MIB-03,shcon_MIB-03-01,Sample_Molm13_shcon_MIB_r3_IGO_14706_C_23,shcon_Con_r3_IGO_14706_C_23_S28,Molm13_shcon_Con_r3_IGO_14706_C_23_S28_L001_R1_001.fastq.gz,Molm13_shcon_Con_r3_IGO_14706_C_23_S28_L001_R2_001.fastq.gz
shcon_MIB-03,shcon_MIB-03-01,Sample_Molm13_shcon_MIB_r3_IGO_13289_C_15,shcon_Con_r3_IGO_13289_C_15_S24,Molm13_shcon_Con_r3_IGO_13289_C_15_S24_L001_R1_001.fastq.gz,Molm13_shcon_Con_r3_IGO_13289_C_15_S24_L001_R2_001.fastq.gz
shcon_MIB-03,shcon_MIB-03-02,Sample_Molm13_shcon_MIB_r3_IGO_14706_C_23,shcon_Con_r3_IGO_14706_C_23_S28,Molm13_shcon_Con_r3_IGO_14706_C_23_S28_L002_R1_001.fastq.gz,Molm13_shcon_Con_r3_IGO_14706_C_23_S28_L002_R2_001.fastq.gz
shcon_MIB-03,shcon_MIB-03-02,Sample_Molm13_shcon_MIB_r3_IGO_13289_C_15,shcon_Con_r3_IGO_13289_C_15_S24,Molm13_shcon_Con_r3_IGO_13289_C_15_S24_L002_R1_001.fastq.gz,Molm13_shcon_Con_r3_IGO_13289_C_15_S24_L002_R2_001.fastq.gz
shcon_MIB-03,shcon_MIB-03-03,Sample_Molm13_shcon_MIB_r3_IGO_14706_C_23,shcon_Con_r3_IGO_14706_C_23_S28,Molm13_shcon_Con_r3_IGO_14706_C_23_S28_L003_R1_001.fastq.gz,Molm13_shcon_Con_r3_IGO_14706_C_23_S28_L003_R2_001.fastq.gz
shcon_MIB-03,shcon_MIB-03-03,Sample_Molm13_shcon_MIB_r3_IGO_13289_C_15,shcon_Con_r3_IGO_13289_C_15_S24,Molm13_shcon_Con_r3_IGO_13289_C_15_S24_L003_R1_001.fastq.gz,Molm13_shcon_Con_r3_IGO_13289_C_15_S24_L003_R2_001.fastq.gz
shcon_MIB-03,shcon_MIB-03-04,Sample_Molm13_shcon_MIB_r3_IGO_13289_C_15,shcon_Con_r3_IGO_13289_C_15_S24,Molm13_shcon_Con_r3_IGO_13289_C_15_S24_L004_R1_001.fastq.gz,Molm13_shcon_Con_r3_IGO_13289_C_15_S24_L004_R2_001.fastq.gz
shcon_Ribo-01,shcon_Ribo-01-01,Sample_Molm13_shcon_RiboSTAMP_r1_IGO_14706_C_25,shcon_RiboSTAMP_r1_IGO_14706_C_25_S5,Molm13_shcon_RiboSTAMP_r1_IGO_14706_C_25_S5_L001_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r1_IGO_14706_C_25_S5_L001_R2_001.fastq.gz
shcon_Ribo-01,shcon_Ribo-01-01,Sample_Molm13_shcon_RiboSTAMP_r1_IGO_13289_C_16,shcon_RiboSTAMP_r1_IGO_13289_C_16_S25,Molm13_shcon_RiboSTAMP_r1_IGO_13289_C_16_S25_L001_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r1_IGO_13289_C_16_S25_L001_R2_001.fastq.gz
shcon_Ribo-01,shcon_Ribo-01-02,Sample_Molm13_shcon_RiboSTAMP_r1_IGO_14706_C_25,shcon_RiboSTAMP_r1_IGO_14706_C_25_S5,Molm13_shcon_RiboSTAMP_r1_IGO_14706_C_25_S5_L002_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r1_IGO_14706_C_25_S5_L002_R2_001.fastq.gz
shcon_Ribo-01,shcon_Ribo-01-02,Sample_Molm13_shcon_RiboSTAMP_r1_IGO_13289_C_16,shcon_RiboSTAMP_r1_IGO_13289_C_16_S25,Molm13_shcon_RiboSTAMP_r1_IGO_13289_C_16_S25_L002_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r1_IGO_13289_C_16_S25_L002_R2_001.fastq.gz
shcon_Ribo-01,shcon_Ribo-01-03,Sample_Molm13_shcon_RiboSTAMP_r1_IGO_14706_C_25,shcon_RiboSTAMP_r1_IGO_14706_C_25_S5,Molm13_shcon_RiboSTAMP_r1_IGO_14706_C_25_S5_L003_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r1_IGO_14706_C_25_S5_L003_R2_001.fastq.gz
shcon_Ribo-01,shcon_Ribo-01-03,Sample_Molm13_shcon_RiboSTAMP_r1_IGO_13289_C_16,shcon_RiboSTAMP_r1_IGO_13289_C_16_S25,Molm13_shcon_RiboSTAMP_r1_IGO_13289_C_16_S25_L003_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r1_IGO_13289_C_16_S25_L003_R2_001.fastq.gz
shcon_Ribo-01,shcon_Ribo-01-04,Sample_Molm13_shcon_RiboSTAMP_r1_IGO_13289_C_16,shcon_RiboSTAMP_r1_IGO_13289_C_16_S25,Molm13_shcon_RiboSTAMP_r1_IGO_13289_C_16_S25_L004_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r1_IGO_13289_C_16_S25_L004_R2_001.fastq.gz
shcon_Ribo-02,shcon_Ribo-02-01,Sample_Molm13_shcon_RiboSTAMP_r2_IGO_14706_C_13,shcon_RiboSTAMP_r2_IGO_14706_C_13_S31,Molm13_shcon_RiboSTAMP_r2_IGO_14706_C_13_S31_L001_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r2_IGO_14706_C_13_S31_L001_R2_001.fastq.gz
shcon_Ribo-02,shcon_Ribo-02-01,Sample_Molm13_shcon_RiboSTAMP_r2_IGO_13289_C_17,shcon_RiboSTAMP_r2_IGO_13289_C_17_S26,Molm13_shcon_RiboSTAMP_r2_IGO_13289_C_17_S26_L001_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r2_IGO_13289_C_17_S26_L001_R2_001.fastq.gz
shcon_Ribo-02,shcon_Ribo-02-02,Sample_Molm13_shcon_RiboSTAMP_r2_IGO_14706_C_13,shcon_RiboSTAMP_r2_IGO_14706_C_13_S31,Molm13_shcon_RiboSTAMP_r2_IGO_14706_C_13_S31_L002_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r2_IGO_14706_C_13_S31_L002_R2_001.fastq.gz
shcon_Ribo-02,shcon_Ribo-02-02,Sample_Molm13_shcon_RiboSTAMP_r2_IGO_13289_C_17,shcon_RiboSTAMP_r2_IGO_13289_C_17_S26,Molm13_shcon_RiboSTAMP_r2_IGO_13289_C_17_S26_L002_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r2_IGO_13289_C_17_S26_L002_R2_001.fastq.gz
shcon_Ribo-02,shcon_Ribo-02-03,Sample_Molm13_shcon_RiboSTAMP_r2_IGO_14706_C_13,shcon_RiboSTAMP_r2_IGO_14706_C_13_S31,Molm13_shcon_RiboSTAMP_r2_IGO_14706_C_13_S31_L003_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r2_IGO_14706_C_13_S31_L003_R2_001.fastq.gz
shcon_Ribo-02,shcon_Ribo-02-03,Sample_Molm13_shcon_RiboSTAMP_r2_IGO_13289_C_17,shcon_RiboSTAMP_r2_IGO_13289_C_17_S26,Molm13_shcon_RiboSTAMP_r2_IGO_13289_C_17_S26_L003_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r2_IGO_13289_C_17_S26_L003_R2_001.fastq.gz
shcon_Ribo-02,shcon_Ribo-02-04,Sample_Molm13_shcon_RiboSTAMP_r2_IGO_13289_C_17,shcon_RiboSTAMP_r2_IGO_13289_C_17_S26,Molm13_shcon_RiboSTAMP_r2_IGO_13289_C_17_S26_L004_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r2_IGO_13289_C_17_S26_L004_R2_001.fastq.gz
shcon_Ribo-03,shcon_Ribo-03-01,Sample_Molm13_shcon_RiboSTAMP_r3_IGO_14706_C_32,shcon_RiboSTAMP_r3_IGO_14706_C_32_S1,Molm13_shcon_RiboSTAMP_r3_IGO_14706_C_32_S1_L001_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r3_IGO_14706_C_32_S1_L001_R2_001.fastq.gz
shcon_Ribo-03,shcon_Ribo-03-01,Sample_Molm13_shcon_RiboSTAMP_r3_IGO_13289_C_18,shcon_RiboSTAMP_r3_IGO_13289_C_18_S27,Molm13_shcon_RiboSTAMP_r3_IGO_13289_C_18_S27_L001_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r3_IGO_13289_C_18_S27_L001_R2_001.fastq.gz
shcon_Ribo-03,shcon_Ribo-03-02,Sample_Molm13_shcon_RiboSTAMP_r3_IGO_14706_C_32,shcon_RiboSTAMP_r3_IGO_14706_C_32_S1,Molm13_shcon_RiboSTAMP_r3_IGO_14706_C_32_S1_L002_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r3_IGO_14706_C_32_S1_L002_R2_001.fastq.gz
shcon_Ribo-03,shcon_Ribo-03-02,Sample_Molm13_shcon_RiboSTAMP_r3_IGO_13289_C_18,shcon_RiboSTAMP_r3_IGO_13289_C_18_S27,Molm13_shcon_RiboSTAMP_r3_IGO_13289_C_18_S27_L002_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r3_IGO_13289_C_18_S27_L002_R2_001.fastq.gz
shcon_Ribo-03,shcon_Ribo-03-03,Sample_Molm13_shcon_RiboSTAMP_r3_IGO_13289_C_18,shcon_RiboSTAMP_r3_IGO_13289_C_18_S27,Molm13_shcon_RiboSTAMP_r3_IGO_13289_C_18_S27_L003_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r3_IGO_13289_C_18_S27_L003_R2_001.fastq.gz
shcon_Ribo-03,shcon_Ribo-03-04,Sample_Molm13_shcon_RiboSTAMP_r3_IGO_13289_C_18,shcon_RiboSTAMP_r3_IGO_13289_C_18_S27,Molm13_shcon_RiboSTAMP_r3_IGO_13289_C_18_S27_L004_R1_001.fastq.gz,Molm13_shcon_RiboSTAMP_r3_IGO_13289_C_18_S27_L004_R2_001.fastq.gz
